read_name,mapping_cov,cigar,mapping_quality
ERR257715.34560195/2,1.00,101M,53
ERR257715.12660945/2,1.00,101M,60
ERR257715.12660945/1,1.91,13S88M,60
ERR257715.32900666/2,1.79,101M,60
ERR257715.32900666/1,1.00,101M,60
ERR257715.9621809/1,1.03,101M,60
ERR257715.32309003/2,1.03,101M,60
ERR257715.9621809/2,2.07,101M,24
ERR257715.32309003/1,2.42,101M,60
ERR257715.23017566/2,2.18,101M,55
ERR257715.23017566/1,1.60,3S98M,60
ERR257715.21792133/1,1.58,101M,60
ERR257715.21792133/2,1.00,101M,60
ERR257715.22436237/2,1.00,101M,60
ERR257715.34182466/1,1.91,101M,60
ERR257715.22436237/1,3.24,101M,43
ERR257715.5259361/1,3.72,4S76M21S,0
ERR257715.2688072/1,3.98,3S66M32S,0
ERR257715.8595808/1,3.89,64M37S,0
ERR257715.34182466/2,3.24,5S96M,60
ERR257715.23154018/2,3.82,36S65M,0
ERR257715.32653391/1,3.94,54M47S,0
ERR257715.2141169/2,3.82,61M40S,0
ERR257715.12382293/2,1.09,101M,60
ERR257715.12382293/1,1.43,101M,60
ERR257715.24382752/1,1.43,101M,60
ERR257715.24382752/2,1.00,101M,60
ERR257715.2637709/1,2.49,101M,60
ERR257715.6242929/2,2.69,101M,60
ERR257715.24349489/1,2.59,101M,60
ERR257715.2637709/2,2.60,101M,15
ERR257715.15852656/1,2.86,101M,60
ERR257715.6242929/1,2.86,101M,60
ERR257715.24349489/2,1.40,101M,20
ERR257715.15852656/2,1.02,101M,60
ERR257715.32033080/2,1.02,101M,60
ERR257715.11599636/1,1.00,101M,60
ERR257715.10859627/2,2.25,101M,60
ERR257715.32033080/1,2.33,101M,60
ERR257715.11599636/2,2.33,101M,60
ERR257715.10891975/2,2.19,101M,60
ERR257715.10859627/1,1.00,101M,60
ERR257715.10891975/1,1.09,99M2S,28
ERR257715.33851832/1,1.09,101M,10
ERR257715.1117172/2,7.73,53S48M,1
ERR257715.4941010/2,8.00,72S29M,1
ERR257715.5937083/2,7.31,47S54M,1
ERR257715.9259586/2,7.63,50S51M,1
ERR257715.16219029/1,7.63,40S51M10S,1
ERR257715.6470522/2,7.63,29S51M21S,1
ERR257715.27989529/1,7.63,9S51M41S,1
ERR257715.29737465/1,8.00,66S35M,1
ERR257715.33851832/2,2.37,101M,60
ERR257715.10430895/2,1.00,101M,60
ERR257715.13667061/1,1.00,5S36M60S,3
ERR257715.26688794/2,1.91,101M,31
ERR257715.24293436/2,1.91,101M,45
ERR257715.12971895/1,2.45,101M,60
ERR257715.24293436/1,3.41,101M,60
ERR257715.14547639/2,3.53,101M,60
ERR257715.26688794/1,3.40,101M,60
ERR257715.4817112/2,1.96,101M,60
ERR257715.12971895/2,1.57,101M,27
ERR257715.14547639/1,2.07,101M,60
ERR257715.4817112/1,1.63,101M,60
ERR257715.18063870/2,1.39,8S93M,33
ERR257715.9999948/2,2.00,65H36M,6
ERR257715.18063870/1,1.00,101M,36
ERR257715.6255596/1,1.00,36S65M,4
ERR257715.6255596/2,1.00,101M,4
ERR257715.9928895/1,1.07,101M,60
ERR257715.32899259/1,1.50,101M,60
ERR257715.6255596/1,2.00,58H43M,12
ERR257715.9928895/2,1.00,101M,27
ERR257715.9636997/1,1.00,101M,60
ERR257715.4625086/2,1.00,101M,50
ERR257715.26532523/2,1.31,101M,36
ERR257715.4625086/1,1.31,101M,60
ERR257715.26532523/1,2.80,101M,60
ERR257715.26249797/2,3.21,101M,60
ERR257715.9999948/2,3.74,31S70M,60
ERR257715.7249022/1,2.95,101M,60
ERR257715.9999948/1,1.39,101M,60
ERR257715.26249797/1,2.18,101M,57
ERR257715.7249022/2,2.15,101M,42
ERR257715.7154780/1,1.91,101M,60
ERR257715.2341741/2,1.91,101M,60
ERR257715.7961618/2,1.28,101M,60
ERR257715.2341741/1,1.77,101M,60
ERR257715.7154780/2,1.51,99M2S,60
ERR257715.35377202/1,1.13,101M,38
ERR257715.29351972/2,1.82,101M,60
ERR257715.29351972/1,2.15,101M,60
ERR257715.35377202/2,1.75,101M,60
ERR257715.21572208/2,1.00,101M,59
ERR257715.21572208/1,1.02,101M,60
ERR257715.29675407/2,1.26,101M,60
ERR257715.7961618/1,1.87,101M,60
ERR257715.29675407/1,1.63,101M,60
ERR257715.16828418/1,1.50,101M,50
ERR257715.16828418/2,1.50,101M,60
ERR257715.529371/1,1.00,11S44M46S,2
ERR257715.24174929/2,1.00,101M,56
ERR257715.24174929/1,1.00,101M,60
ERR257715.5230770/2,1.00,101M,60
ERR257715.5230770/1,1.00,101M,60
ERR257715.2674835/1,1.00,101M,60
ERR257715.2674835/2,1.00,101M,60
ERR257715.8041460/1,1.00,101M,56
ERR257715.8041460/2,1.00,101M,60
ERR257715.33600302/2,1.00,101M,60
ERR257715.33600302/1,1.00,57M44S,5
ERR257715.11584623/1,1.00,101M,59
ERR257715.11584623/2,1.00,101M,60
ERR257715.17124914/2,1.00,101M,52
ERR257715.17124914/1,1.00,101M,60
ERR257715.15530601/2,1.48,101M,60
ERR257715.15530601/1,1.48,101M,60
ERR257715.30259615/1,1.72,101M,60
ERR257715.6932005/1,2.34,101M,48
ERR257715.6932005/2,2.29,101M,60
ERR257715.30259615/2,1.00,94M7S,46
ERR257715.9639260/2,1.00,101M,39
ERR257715.9639260/1,1.00,101M,42
ERR257715.15588075/2,1.00,101M,53
ERR257715.15588075/1,1.00,101M,60
ERR257715.22285891/2,1.31,101M,60
ERR257715.34473146/2,1.31,101M,60
ERR257715.34473146/1,1.99,101M,60
ERR257715.22285891/1,1.99,101M,60
ERR257715.11470998/2,1.95,101M,60
ERR257715.3591933/1,1.95,101M,60
ERR257715.21364125/1,2.40,101M,60
ERR257715.11470998/1,2.68,101M,43
ERR257715.10170704/2,2.65,101M,60
ERR257715.662432/2,1.38,101M,32
ERR257715.21364125/2,2.01,101M,60
ERR257715.10170704/1,1.65,101M,60
ERR257715.662432/1,1.00,101M,2
ERR257715.17267957/1,2.56,101M,60
ERR257715.17267957/2,3.36,101M,58
ERR257715.3591933/2,3.54,101M,53
ERR257715.16726665/1,3.54,101M,60
ERR257715.33629853/2,2.77,101M,60
ERR257715.31898283/1,2.24,101M,33
ERR257715.16726665/2,1.56,101M,60
ERR257715.33629853/1,1.56,101M,60
ERR257715.25099765/1,2.75,101M,60
ERR257715.34383843/2,3.33,101M,60
ERR257715.13152755/2,3.33,101M,60
ERR257715.34383843/1,3.31,101M,60
ERR257715.25099765/2,1.74,101M,60
ERR257715.1913670/2,1.74,101M,60
ERR257715.13152755/1,1.92,101M,60
ERR257715.26708703/2,1.92,101M,60
ERR257715.1913670/1,1.00,101M,31
ERR257715.26708703/1,1.00,101M,60
ERR257715.35026808/1,1.00,101M,60
ERR257715.25946238/2,1.00,101M,60
ERR257715.25946238/1,2.57,101M,60
ERR257715.22049155/2,2.71,101M,60
ERR257715.24237052/1,2.56,101M,60
ERR257715.22345547/1,1.96,101M,60
ERR257715.24237052/2,2.69,101M,39
ERR257715.31898283/2,2.77,91M10S,10
ERR257715.12376375/2,1.76,101M,49
ERR257715.27119700/1,1.76,101M,60
ERR257715.27119700/2,1.00,101M,53
ERR257715.25561790/1,1.00,101M,60
ERR257715.25561790/2,1.47,101M,60
ERR257715.31053860/1,1.47,101M,60
ERR257715.925805/2,2.01,101M,42
ERR257715.6534543/1,2.19,101M,60
ERR257715.31053860/2,1.55,101M,53
ERR257715.6311558/1,1.40,101M,60
ERR257715.6311558/2,1.48,10S91M,56
ERR257715.9332103/1,1.44,101M,60
ERR257715.9332103/2,1.00,101M,60
ERR257715.3730141/1,2.00,101M,47
ERR257715.3730141/2,2.00,101M,39
ERR257715.925805/1,1.00,13S88M,60
ERR257715.19434889/1,1.53,101M,60
ERR257715.23258537/2,1.53,101M,60
ERR257715.19434889/2,1.69,101M,60
ERR257715.23258537/1,1.76,101M,60
ERR257715.17436552/2,1.59,101M,60
ERR257715.23030759/1,2.26,101M,60
ERR257715.25848656/1,2.26,101M,60
ERR257715.17436552/1,2.07,101M,60
ERR257715.31804829/2,2.80,101M,60
ERR257715.23030759/2,2.80,101M,60
ERR257715.25848656/2,1.72,101M,58
ERR257715.9499246/2,1.21,101M,60
ERR257715.31804829/1,1.21,101M,60
ERR257715.9499246/1,1.00,60M1I40M,59
ERR257715.23655750/1,1.00,101M,60
ERR257715.23655750/2,1.50,101M,60
ERR257715.1229196/1,2.00,42S59M,47
ERR257715.33581119/2,1.08,101M,60
ERR257715.1229196/2,1.09,101M,60
ERR257715.33581119/1,1.09,101M,54
ERR257715.1229196/1,1.00,54H47M,12
ERR257715.30525761/1,1.00,101M,60
ERR257715.25522469/2,1.07,101M,29
ERR257715.5307943/1,2.04,101M,60
ERR257715.30525761/2,2.22,101M,60
ERR257715.25522469/1,1.68,101M,60
ERR257715.5307943/2,1.00,101M,60
ERR257715.18697799/2,1.00,17S84M,58
ERR257715.18697799/1,1.00,101M,60
ERR257715.24911722/2,1.00,101M,60
ERR257715.24911722/1,1.00,101M,60
ERR257715.31246709/2,1.58,101M,60
ERR257715.6716509/2,1.58,101M,60
ERR257715.25306601/2,1.88,101M,52
ERR257715.15080422/2,1.91,101M,34
ERR257715.6716509/1,1.84,101M,58
ERR257715.15244539/1,1.84,101M,60
ERR257715.25306601/1,2.28,101M,60
ERR257715.15080422/1,2.94,101M,60
ERR257715.31246709/1,2.94,101M,55
ERR257715.15244539/2,1.75,101M,29
ERR257715.32999889/2,1.00,101M,60
ERR257715.32999889/1,1.63,101M,60
ERR257715.23887422/2,1.63,101M,60
ERR257715.23887422/1,1.00,101M,60
ERR257715.34789567/2,1.00,101M,60
ERR257715.34789567/1,1.00,101M,60
ERR257715.30174624/1,1.00,101M,60
ERR257715.10488121/1,1.47,101M,60
ERR257715.4932301/1,2.19,101M,60
ERR257715.10488121/2,3.01,101M,60
ERR257715.30174624/2,3.01,101M,60
ERR257715.4932301/2,2.36,101M,60
ERR257715.22763182/1,1.00,101M,53
ERR257715.26383878/1,1.00,57H44M,19
ERR257715.22763182/2,1.00,101M,60
ERR257715.26383878/2,1.00,101M,60
ERR257715.26383878/1,1.00,37S64M,51
ERR257715.26218404/2,1.00,101M,46
ERR257715.26218404/1,1.00,101M,46
ERR257715.3316326/2,1.00,101M,60
ERR257715.3316326/1,1.00,101M,60
ERR257715.12037546/2,1.00,101M,60
ERR257715.12037546/1,1.12,101M,60
ERR257715.19410938/1,3.21,101M,60
ERR257715.35013500/1,4.22,101M,60
ERR257715.22056210/1,4.40,101M,60
ERR257715.2295091/1,4.40,101M,60
ERR257715.31617236/1,3.56,101M,60
ERR257715.24109361/2,2.40,101M,60
ERR257715.22056210/2,1.00,101M,60
ERR257715.13439765/2,1.23,101M,60
ERR257715.24188598/1,1.23,101M,33
ERR257715.13439765/1,1.57,101M,60
ERR257715.24188598/2,1.57,101M,60
ERR257715.4416190/1,1.00,101M,60
ERR257715.337465/2,2.45,101M,57
ERR257715.2314497/1,2.74,101M,60
ERR257715.4416190/2,2.74,101M,55
ERR257715.26992173/1,2.47,101M,55
ERR257715.337465/1,1.97,101M,60
ERR257715.26992173/2,1.97,101M,40
ERR257715.28994826/1,1.57,101M,20
ERR257715.31099798/1,1.57,101M,37
ERR257715.28994826/2,3.15,101M,60
ERR257715.2314497/2,3.45,101M,60
ERR257715.15601207/2,3.78,101M,60
ERR257715.31099798/2,3.64,101M,60
ERR257715.26983845/1,3.14,101M,60
ERR257715.11490996/1,1.00,101M,60
ERR257715.11490996/2,1.44,101M,60
ERR257715.12650957/2,1.50,101M,60
ERR257715.26983845/2,1.07,101M,12
ERR257715.12650957/1,1.88,101M,24
ERR257715.6453242/2,1.88,101M,38
ERR257715.15601207/1,1.25,101M,54
ERR257715.30977274/2,2.16,101M,60
ERR257715.5300569/1,2.59,101M,60
ERR257715.22131715/2,2.70,101M,60
ERR257715.2447715/1,2.49,101M,60
ERR257715.32797661/1,2.41,101M,60
ERR257715.22131715/1,1.51,101M,60
ERR257715.28983409/1,1.48,101M,60
ERR257715.3956595/1,1.48,101M,60
ERR257715.28983409/2,1.00,101M,37
ERR257715.24255502/2,1.13,79M22S,60
ERR257715.26414521/1,1.64,96M5S,60
ERR257715.5566520/1,1.78,101M,60
ERR257715.24255502/1,2.32,101M,60
ERR257715.4146404/1,3.00,30S48M23S,6
ERR257715.14595916/2,3.00,7S48M46S,6
ERR257715.26414521/2,1.48,101M,56
ERR257715.5566520/2,1.39,101M,29
ERR257715.35131270/1,1.00,58H43M,10
ERR257715.30394344/2,2.41,101M,60
ERR257715.35131270/2,2.54,101M,60
ERR257715.14364828/1,2.23,101M,60
ERR257715.2310126/1,2.64,101M,60
ERR257715.30394344/1,2.72,101M,60
ERR257715.14364828/2,2.52,101M,60
ERR257715.2310126/2,1.00,101M,60
ERR257715.19746573/2,1.00,9S92M,60
ERR257715.19746573/1,1.00,101M,60
ERR257715.8304928/1,1.00,101M,60
ERR257715.18306048/1,2.03,101M,60
ERR257715.8304928/2,2.84,101M,60
ERR257715.2947445/1,2.84,101M,60
ERR257715.28694345/2,2.53,101M,60
ERR257715.18306048/2,1.29,101M,60
ERR257715.28694345/1,1.00,101M,60
ERR257715.21341514/1,2.72,101M,60
ERR257715.27834559/1,3.32,101M,60
ERR257715.21341514/2,3.66,101M,54
ERR257715.922456/2,3.66,101M,60
ERR257715.922456/1,3.11,101M,60
ERR257715.17234397/2,1.50,101M,50
ERR257715.27834559/2,1.77,101M,60
ERR257715.16778221/2,2.50,101M,60
ERR257715.16778221/1,3.06,101M,60
ERR257715.30632728/2,2.95,101M,60
ERR257715.17234397/1,2.87,101M,60
ERR257715.33799076/1,2.26,101M,26
ERR257715.30632728/1,2.34,101M,43
ERR257715.7375303/2,1.75,101M,44
ERR257715.33799076/2,1.61,101M,24
ERR257715.2089342/1,2.26,4S97M,60
ERR257715.7375303/1,2.11,101M,60
ERR257715.16061307/1,1.11,101M,60
ERR257715.16061307/2,3.24,101M,60
ERR257715.11242629/1,3.33,101M,60
ERR257715.2089342/2,3.33,101M,60
ERR257715.10654311/2,2.80,16S85M,60
ERR257715.11242629/2,1.79,101M,60
ERR257715.10654311/1,1.79,101M,60
ERR257715.11908639/1,1.00,101M,60
ERR257715.35131270/1,1.08,38S63M,33
ERR257715.358751/2,1.93,101M,60
ERR257715.11908639/2,1.88,101M,49
ERR257715.358751/1,1.00,101M,60
ERR257715.15118321/1,1.26,101M,60
ERR257715.34587959/2,1.86,101M,60
ERR257715.22843194/2,2.31,101M,60
ERR257715.15118321/2,2.14,101M,60
ERR257715.34587959/1,1.08,101M,60
ERR257715.11584516/1,1.00,101M,60
ERR257715.11584516/2,1.00,5S96M,60
ERR257715.8118892/1,1.00,101M,43
ERR257715.20541350/1,1.15,101M,60
ERR257715.8118892/2,1.15,101M,60
ERR257715.29193175/1,1.06,101M,60
ERR257715.20541350/2,1.19,101M,51
ERR257715.28772747/2,1.13,101M,60
ERR257715.29746870/2,1.00,101M,60
ERR257715.28772747/1,2.18,101M,54
ERR257715.29193175/2,2.27,101M,53
ERR257715.29746870/1,1.72,13S88M,57
ERR257715.22843194/1,1.30,79M22S,44
ERR257715.13707928/2,2.07,101M,34
ERR257715.33389957/1,1.97,101M,60
ERR257715.13707928/1,1.89,101M,60
ERR257715.33389957/2,1.89,101M,60
ERR257715.29771984/2,1.00,34S67M,48
ERR257715.16829099/2,1.32,101M,60
ERR257715.30010375/2,1.32,101M,60
ERR257715.16829099/1,2.58,101M,60
ERR257715.29598569/2,2.82,101M,60
ERR257715.30010375/1,2.82,101M,20
ERR257715.7210353/1,2.49,101M,60
ERR257715.29598569/1,1.50,101M,60
ERR257715.29771984/1,2.25,101M,60
ERR257715.7210353/2,2.24,101M,56
ERR257715.18904901/2,1.00,101M,60
ERR257715.27892175/1,1.00,101M,60
ERR257715.18904901/1,1.24,101M,60
ERR257715.31566395/2,1.81,101M,60
ERR257715.27892175/2,1.57,101M,32
ERR257715.2148821/1,0.99,94M1D7M,60
ERR257715.19578466/2,1.16,101M,60
ERR257715.2148821/2,2.04,101M,60
ERR257715.2395675/2,2.55,101M,60
ERR257715.31566395/1,2.55,101M,60
ERR257715.10607002/1,2.04,101M,60
ERR257715.19578466/1,1.71,101M,60
ERR257715.2395675/1,1.54,101M,60
ERR257715.14007520/1,2.67,101M,60
ERR257715.10607002/2,2.70,101M,47
ERR257715.4954108/1,2.46,101M,60
ERR257715.32269898/2,1.58,101M,60
ERR257715.4954108/2,3.15,101M,60
ERR257715.14007520/2,3.23,101M,60
ERR257715.2558610/2,3.23,101M,60
ERR257715.32269898/1,2.36,101M,60
ERR257715.2558610/1,1.00,101M,60
ERR257715.26273812/2,1.08,101M,60
ERR257715.11022017/2,1.19,59H42M,6
ERR257715.31498820/1,1.00,101M,60
ERR257715.31498820/2,1.00,7S94M,60
ERR257715.24589890/2,2.23,101M,34
ERR257715.12753847/1,2.30,101M,60
ERR257715.11022017/2,2.90,33S68M,48
ERR257715.29045330/1,1.27,101M,60
ERR257715.11022017/1,1.27,101M,27
ERR257715.29045330/2,1.00,101M,60
ERR257715.34407411/1,1.00,101M,60
ERR257715.821798/2,1.27,101M,60
ERR257715.34407411/2,1.27,101M,60
ERR257715.821798/1,1.00,101M,60
ERR257715.5057141/1,2.11,101M,60
ERR257715.16209414/1,2.29,101M,60
ERR257715.16209414/2,2.08,101M,60
ERR257715.5057141/2,1.37,90M11S,54
ERR257715.24589890/1,2.43,101M,60
ERR257715.686675/2,2.60,101M,52
ERR257715.27470876/2,2.39,101M,60
ERR257715.686675/1,1.93,101M,34
ERR257715.14450682/1,2.46,101M,60
ERR257715.27470876/1,2.85,101M,60
ERR257715.25449060/2,2.61,101M,60
ERR257715.25449060/1,2.12,101M,59
ERR257715.14450682/2,1.00,101M,22
ERR257715.34817899/2,1.00,101M,60
ERR257715.34817899/1,1.00,101M,60
ERR257715.1872703/2,1.00,101M,60
ERR257715.1872703/1,1.00,101M,60
ERR257715.34262763/2,1.00,101M,60
ERR257715.9744219/1,1.43,101M,60
ERR257715.34262763/1,1.43,101M,60
ERR257715.27011973/2,1.19,101M,60
ERR257715.9744219/2,1.19,101M,53
ERR257715.6205372/2,1.50,101M,60
ERR257715.27011973/1,1.50,101M,60
ERR257715.5272959/1,1.50,101M,58
ERR257715.6205372/1,1.89,101M,60
ERR257715.24645014/2,1.40,101M,54
ERR257715.5272959/2,2.17,101M,60
ERR257715.8408815/1,2.48,101M,60
ERR257715.24645014/1,2.27,101M,60
ERR257715.35540754/2,1.14,101M,60
ERR257715.4303291/1,3.57,101M,60
ERR257715.1962153/2,4.09,101M,60
ERR257715.5659573/1,4.09,101M,60
ERR257715.32762516/1,4.60,26S75M,60
ERR257715.9519897/2,3.40,101M,60
ERR257715.27730126/1,3.75,101M,19
ERR257715.13437152/1,5.53,101M,27
ERR257715.18893856/1,6.27,101M,60
ERR257715.23904065/2,6.72,101M,57
ERR257715.5205521/1,7.19,8S93M,38
ERR257715.30090388/1,7.02,101M,21
ERR257715.27730126/2,6.98,101M,34
ERR257715.30769404/2,6.70,101M,41
ERR257715.17812986/1,5.07,101M,54
ERR257715.32171822/1,1.34,101M,60
ERR257715.9323352/2,2.09,101M,60
ERR257715.25455152/1,2.00,101M,55
ERR257715.25455152/2,2.06,101M,60
ERR257715.25043636/1,3.32,101M,60
ERR257715.7831197/2,3.39,101M,60
ERR257715.29780758/1,3.03,101M,60
ERR257715.25055311/1,2.94,101M,60
ERR257715.29458023/2,1.65,101M,28
ERR257715.34431236/1,2.02,101M,60
ERR257715.11936012/2,1.55,101M,60
ERR257715.34431236/2,1.72,101M,60
ERR257715.31856340/2,2.46,101M,60
ERR257715.29458023/1,2.66,101M,60
ERR257715.11936012/1,2.47,101M,60
ERR257715.14803288/2,1.93,101M,51
ERR257715.24574890/1,3.97,101M,60
ERR257715.21432231/2,4.33,101M,60
ERR257715.58474/1,4.79,101M,60
ERR257715.33184037/1,4.79,101M,60
ERR257715.33431655/2,4.76,101M,60
ERR257715.30514374/1,4.37,101M,60
ERR257715.4388027/2,3.80,101M,60
ERR257715.30514374/2,3.82,101M,60
ERR257715.21432231/1,3.94,101M,60
ERR257715.21703960/2,3.93,101M,60
ERR257715.30308978/2,4.90,101M,60
ERR257715.28635901/1,5.93,101M,48
ERR257715.30722642/2,6.01,101M,60
ERR257715.14303621/1,6.08,9S92M,60
ERR257715.23188093/1,5.69,101M,60
ERR257715.20665092/2,5.97,13S88M,48
ERR257715.24802106/2,5.22,101M,60
ERR257715.30201744/1,3.15,101M,60
ERR257715.14303621/2,3.56,101M,59
ERR257715.15006330/1,3.56,101M,52
ERR257715.28635901/2,3.43,101M,40
ERR257715.24222229/1,1.08,5S96M,58
ERR257715.26326382/1,2.59,101M,60
ERR257715.22421393/2,3.31,101M,60
ERR257715.29942738/2,3.24,101M,60
ERR257715.4807975/2,3.24,101M,60
ERR257715.1189746/2,3.03,101M,60
ERR257715.13940220/2,2.09,101M,60
ERR257715.8279631/1,1.40,101M,60
ERR257715.29942738/1,1.51,101M,60
ERR257715.2960965/1,2.18,101M,60
ERR257715.8279631/2,2.02,101M,60
ERR257715.32316597/2,2.10,101M,60
ERR257715.2960965/2,2.76,101M,60
ERR257715.32391726/1,3.04,101M,60
ERR257715.17990735/2,3.53,101M,23
ERR257715.23802289/1,3.43,101M,60
ERR257715.32391726/2,3.33,101M,60
ERR257715.32316597/1,1.45,101M,60
ERR257715.15086458/1,1.90,101M,13
ERR257715.23802289/2,2.38,101M,60
ERR257715.21417778/1,2.23,101M,60
ERR257715.4881312/2,2.21,101M,60
ERR257715.9692421/1,2.50,101M,60
ERR257715.21417778/2,2.48,101M,60
ERR257715.2619370/1,1.34,68M33S,28
ERR257715.4881312/1,1.06,101M,60
ERR257715.2619370/2,1.00,101M,60
ERR257715.33825260/2,1.00,101M,60
ERR257715.33825260/1,1.80,101M,60
ERR257715.16093680/1,1.97,101M,60
ERR257715.9692421/2,1.64,101M,60
ERR257715.24215581/1,1.48,101M,60
ERR257715.24215581/2,1.00,101M,60
ERR257715.13694430/1,1.00,101M,60
ERR257715.13694430/2,1.10,101M,60
ERR257715.26999295/1,1.10,101M,60
ERR257715.10717896/2,1.24,101M,2
ERR257715.26999295/2,1.24,101M,60
ERR257715.17990735/1,1.98,101M,60
ERR257715.6735786/1,2.25,101M,60
ERR257715.10717896/1,1.76,101M,60
ERR257715.2890454/2,1.12,101M,60
ERR257715.34504885/1,1.67,101M,60
ERR257715.2890454/1,1.67,101M,53
ERR257715.14977351/1,1.19,101M,53
ERR257715.14977351/2,1.69,101M,60
ERR257715.15827845/1,2.17,101M,60
ERR257715.15827845/2,2.17,101M,59
ERR257715.25851643/2,1.80,101M,60
ERR257715.25851643/1,1.00,101M,60
ERR257715.34504885/2,1.21,20S81M,60
ERR257715.1668532/1,1.17,75M1I25M,60
ERR257715.1668532/2,1.25,101M,60
ERR257715.8959612/2,1.25,101M,60
ERR257715.22967071/1,1.00,26M3I45M27S,14
ERR257715.22967071/2,1.66,7S94M,13
ERR257715.2948707/1,1.61,101M,60
ERR257715.21984923/2,1.13,54S47M,6
ERR257715.15547133/2,1.06,101M,14
ERR257715.16451560/2,1.00,101M,60
ERR257715.15547133/1,1.00,101M,60
ERR257715.348953/1,1.50,101M,42
ERR257715.15976426/1,2.59,101M,57
ERR257715.13604739/1,2.67,101M,30
ERR257715.16655351/2,2.47,101M,60
ERR257715.348953/2,2.25,101M,60
ERR257715.16655351/1,2.63,101M,52
ERR257715.15976426/2,2.80,101M,13
ERR257715.13604739/2,2.77,101M,24
ERR257715.8809852/2,1.00,101M,58
ERR257715.8809852/1,1.00,101M,60
ERR257715.2562/1,2.64,101M,60
ERR257715.6329197/1,2.79,101M,60
ERR257715.2562/2,2.73,101M,60
ERR257715.6329197/2,1.41,101M,38
ERR257715.21896124/2,1.77,41M1D60M,12
ERR257715.3190620/2,1.52,101M,6
ERR257715.21896124/1,1.80,101M,26
ERR257715.21641110/1,2.53,101M,60
ERR257715.3190620/1,2.51,63M1D38M,47
ERR257715.25594275/2,2.19,43M1D58M,17
ERR257715.33241833/2,1.00,8S93M,60
ERR257715.18064531/1,2.49,101M,60
ERR257715.5896119/2,2.76,101M,50
ERR257715.18064531/2,2.76,101M,60
ERR257715.4965924/1,2.58,101M,60
ERR257715.5896119/1,1.48,101M,60
ERR257715.4965924/2,2.82,101M,60
ERR257715.2212795/1,2.82,101M,60
ERR257715.33241833/1,2.37,101M,60
ERR257715.2212795/2,2.55,101M,60
ERR257715.34704820/1,2.60,101M,60
ERR257715.21641110/2,2.36,101M,60
ERR257715.28916094/1,1.10,101M,53
ERR257715.28916094/2,1.00,101M,60
ERR257715.16819767/2,1.00,101M,60
ERR257715.16819767/1,1.00,101M,60
ERR257715.758750/2,1.05,101M,60
ERR257715.9775820/1,1.05,101M,60
ERR257715.758750/1,1.72,101M,60
ERR257715.4433722/2,2.24,101M,60
ERR257715.19011354/2,2.19,101M,60
ERR257715.9775820/2,1.20,101M,60
ERR257715.24732756/2,1.87,101M,51
ERR257715.19011354/1,1.87,101M,60
ERR257715.24732756/1,1.66,101M,60
ERR257715.20313973/1,2.26,101M,60
ERR257715.15442747/1,2.11,101M,60
ERR257715.15442747/2,1.00,101M,60
ERR257715.34067886/2,1.00,101M,25
ERR257715.8460705/1,1.28,101M,13
ERR257715.34067886/1,1.43,101M,13
ERR257715.8460705/2,1.44,34M67S,3
ERR257715.19106488/1,1.79,10S33M58S,1
ERR257715.9993599/1,1.26,101M,41
ERR257715.10161100/2,1.81,101M,32
ERR257715.20930859/2,2.02,101M,60
ERR257715.20930859/1,1.56,101M,60
ERR257715.26554628/1,1.33,97M4S,17
ERR257715.9219371/1,1.53,101M,26
ERR257715.26554628/2,1.53,101M,5
ERR257715.2992227/1,2.59,101M,60
ERR257715.9219371/2,2.73,12S89M,33
ERR257715.13149801/1,2.36,101M,49
ERR257715.28018013/2,1.07,101M,30
ERR257715.12486886/2,1.00,101M,60
ERR257715.24004411/2,2.75,101M,60
ERR257715.1291835/2,3.35,101M,60
ERR257715.6407501/2,3.36,101M,60
ERR257715.12486886/1,2.78,101M,60
ERR257715.24555652/2,2.45,6S89M6S,60
ERR257715.1291835/1,2.31,101M,60
ERR257715.24004411/1,3.01,101M,60
ERR257715.6407501/1,3.01,101M,4
ERR257715.24555652/1,2.40,101M,1
ERR257715.12196406/1,1.61,101M,60
ERR257715.27888505/1,1.61,101M,60
ERR257715.2895636/2,1.92,101M,60
ERR257715.17444740/1,1.92,101M,60
ERR257715.22582612/1,1.40,101M,60
ERR257715.17444740/2,2.04,101M,60
ERR257715.2895636/1,1.72,101M,60
ERR257715.22582612/2,1.00,101M,60
ERR257715.2138487/2,1.00,101M,55
ERR257715.7197883/2,2.33,101M,49
ERR257715.19978682/2,2.37,101M,60
ERR257715.2138487/1,1.77,101M,60
ERR257715.11541967/2,2.94,101M,60
ERR257715.19978682/1,2.96,101M,60
ERR257715.7197883/1,2.94,101M,60
ERR257715.11541967/1,1.00,101M,60
ERR257715.24754381/1,1.00,101M,60
ERR257715.24754381/2,1.00,101M,60
ERR257715.34867118/2,1.00,101M,60
ERR257715.34867118/1,2.69,101M,60
ERR257715.22406940/2,3.05,101M,60
ERR257715.5730231/1,3.05,101M,60
ERR257715.22406940/1,2.09,101M,26
ERR257715.5730231/2,2.32,101M,26
ERR257715.17734617/1,2.14,101M,14
ERR257715.34048849/2,1.66,101M,60
ERR257715.7066022/1,1.76,101M,60
ERR257715.23078932/2,1.38,101M,60
ERR257715.34048849/1,1.65,101M,60
ERR257715.23078932/1,2.17,101M,60
ERR257715.7066022/2,1.85,101M,60
ERR257715.496986/2,1.00,22S79M,22
