read_name,mapping_cov,cigar,mapping_quality
ERR257715.13939797/2,664.19,101M,28
ERR257715.28331529/1,801.86,5S50M46S,5
ERR257715.32359309/1,664.19,101M,49
ERR257715.12097096/1,659.52,101M,28
ERR257715.15436212/1,659.52,101M,29
ERR257715.16922764/1,685.44,88M13S,24
ERR257715.18292007/2,676.14,93M8S,31
ERR257715.19589593/1,659.52,101M,5
ERR257715.20520133/2,659.52,101M,45
ERR257715.24767957/2,667.64,97M4S,60
ERR257715.28079086/1,659.52,101M,43
ERR257715.13757611/1,659.52,101M,30
ERR257715.5512981/1,673.39,92M9S,26
ERR257715.5985551/2,673.39,92M9S,26
ERR257715.7412402/1,654.74,101M,22
ERR257715.11055562/1,654.74,101M,25
ERR257715.15383279/1,673.39,92M9S,26
ERR257715.20657659/1,679.10,89M12S,25
ERR257715.21005549/2,673.39,92M9S,26
ERR257715.25895418/2,673.39,92M9S,6
ERR257715.29539971/2,654.74,101M,24
ERR257715.20990884/2,673.39,92M9S,25
ERR257715.12987050/1,670.51,91M10S,26
ERR257715.2676782/1,670.51,91M10S,26
ERR257715.17823559/2,670.51,91M10S,41
ERR257715.18954275/1,649.86,101M,24
ERR257715.21322345/2,649.86,101M,40
ERR257715.28989207/1,649.86,101M,42
ERR257715.25470749/2,645.06,101M,21
ERR257715.25575773/2,671.48,88M13S,25
ERR257715.30748290/1,645.06,101M,24
ERR257715.1799219/1,799.05,58S43M,12
ERR257715.17546616/1,645.06,101M,40
ERR257715.27105303/1,645.06,101M,24
ERR257715.28265249/2,742.21,58M43S,24
ERR257715.8545552/1,640.16,101M,17
ERR257715.23726154/1,640.16,101M,16
ERR257715.29974548/1,640.16,101M,5
ERR257715.18953124/2,661.77,88M13S,6
ERR257715.1452422/1,635.26,101M,6
ERR257715.5874590/1,661.77,88M13S,6
ERR257715.20946430/1,635.26,101M,6
ERR257715.34952308/2,721.10,60M41S,6
ERR257715.12424584/1,630.38,101M,3
ERR257715.18565476/1,630.38,101M,3
ERR257715.17638456/2,655.88,86M15S,3
ERR257715.24653796/1,621.12,101M,2
ERR257715.1554333/1,621.12,101M,3
ERR257715.11854605/1,621.12,101M,3
ERR257715.23548364/2,621.12,101M,3
ERR257715.27987728/1,621.12,101M,3
ERR257715.30426029/2,621.12,101M,18
ERR257715.6135174/2,616.57,101M,3
ERR257715.8690553/2,650.31,84M17S,3
ERR257715.20061966/2,616.57,101M,15
ERR257715.30980938/1,616.57,101M,3
ERR257715.34564450/1,616.57,101M,3
ERR257715.767110/2,612.04,101M,3
ERR257715.1223440/1,612.04,101M,3
ERR257715.8144933/2,651.17,7S81M13S,6
ERR257715.14943970/2,612.04,101M,3
ERR257715.23548727/1,651.17,5S81M15S,6
ERR257715.8983813/2,723.40,51S50M,5
ERR257715.9835861/1,708.93,38S54M9S,6
ERR257715.14286435/2,612.04,101M,3
ERR257715.28196615/2,612.04,101M,3
ERR257715.31743173/1,612.04,101M,3
ERR257715.32937896/1,612.04,101M,3
ERR257715.33645412/2,612.04,101M,3
ERR257715.7396110/1,607.39,101M,3
ERR257715.11041710/2,607.39,101M,2
ERR257715.565157/2,602.78,101M,3
ERR257715.2643098/2,602.78,101M,3
ERR257715.14517919/2,713.14,52S49M,3
ERR257715.29002314/1,657.86,30S71M,3
ERR257715.29679505/2,602.78,101M,3
ERR257715.5220246/1,635.69,17S84M,3
ERR257715.12295514/2,641.80,81M20S,3
ERR257715.29442237/1,698.42,43S53M5S,3
ERR257715.31539525/2,602.78,101M,3
ERR257715.6916737/2,592.87,101M,6
ERR257715.12894321/2,755.29,33S34M34S,3
ERR257715.30022702/2,587.99,101M,6
ERR257715.25795986/1,587.99,101M,5
ERR257715.34033028/2,587.99,101M,6
ERR257715.8761834/1,569.66,101M,5
ERR257715.1170289/1,569.66,101M,6
ERR257715.24164360/1,556.34,101M,6
ERR257715.29860051/2,527.81,101M,12
ERR257715.8780200/1,524.03,101M,12
ERR257715.21973633/1,520.32,101M,5
ERR257715.22819824/1,520.32,101M,5
ERR257715.32953253/2,520.32,101M,5
ERR257715.22896175/1,516.76,101M,9
ERR257715.13096922/2,513.22,101M,9
ERR257715.28414870/1,513.22,101M,12
ERR257715.1783850/1,509.72,101M,8
ERR257715.11700799/2,509.72,101M,9
ERR257715.33022196/1,524.69,86M15S,2
ERR257715.5024610/1,502.90,101M,9
ERR257715.11553956/1,502.90,101M,9
ERR257715.14057980/2,502.90,101M,8
ERR257715.20304943/2,502.90,101M,8
ERR257715.31063492/1,502.90,101M,8
ERR257715.32873952/2,502.90,101M,9
ERR257715.28014545/1,496.14,101M,8
ERR257715.26926002/2,492.77,101M,8
ERR257715.11415255/2,489.77,101M,8
ERR257715.35189050/2,489.77,101M,8
ERR257715.10853691/1,484.12,101M,9
ERR257715.4673380/2,481.52,101M,8
ERR257715.4813225/1,481.52,101M,9
ERR257715.3417284/1,478.94,101M,6
ERR257715.14451353/2,478.94,101M,24
ERR257715.23339856/1,478.94,101M,23
ERR257715.32460723/2,476.43,101M,8
ERR257715.30022702/1,476.43,101M,25
ERR257715.8913839/1,474.06,101M,25
ERR257715.25558788/1,471.72,101M,6
ERR257715.12847220/2,469.49,101M,33
ERR257715.20202126/1,467.32,101M,32
ERR257715.31115536/1,467.32,101M,32
ERR257715.1715523/1,459.04,101M,33
ERR257715.14133528/1,459.04,101M,33
ERR257715.19150012/2,478.01,30S71M,2
ERR257715.14158547/1,458.02,8S93M,14
ERR257715.3184902/1,457.51,91M10S,14
ERR257715.8708133/1,454.40,101M,12
ERR257715.11070349/1,457.09,7S91M3S,14
ERR257715.10817969/1,447.96,101M,13
ERR257715.23347215/2,450.74,91M10S,60
ERR257715.11599559/1,447.23,101M,49
ERR257715.25548225/2,447.23,101M,43
ERR257715.5835348/1,447.23,101M,33
ERR257715.6152343/1,447.23,101M,49
ERR257715.12011570/1,447.23,101M,49
ERR257715.26033424/1,447.23,101M,34
ERR257715.18884956/2,449.50,88M13S,34
ERR257715.34579686/1,445.52,101M,49
ERR257715.13995835/2,445.52,101M,47
ERR257715.1033833/2,444.59,101M,14
ERR257715.1870227/2,449.29,15S86M,49
ERR257715.3355394/2,449.71,17S84M,43
ERR257715.7082872/1,449.54,16S85M,43
ERR257715.10569860/2,446.92,6S95M,34
ERR257715.17830281/1,447.80,10S91M,34
ERR257715.19770204/1,444.59,101M,33
ERR257715.19791374/1,448.28,12S89M,48
ERR257715.19936203/1,444.59,101M,19
ERR257715.20161008/2,447.41,8S93M,33
ERR257715.27030990/2,444.59,101M,8
ERR257715.27554446/2,450.40,23S78M,33
ERR257715.28137502/1,448.01,11S90M,48
ERR257715.31132348/2,449.87,18S83M,43
ERR257715.32879190/2,449.99,19S82M,34
ERR257715.34345976/1,449.71,17S84M,19
ERR257715.139197/2,449.87,18S83M,34
ERR257715.3316241/1,449.54,16S85M,43
ERR257715.3536428/1,446.92,6S95M,34
ERR257715.3974515/2,446.92,6S95M,34
ERR257715.7259801/2,449.87,18S83M,34
ERR257715.7479065/1,450.40,23S78M,34
ERR257715.9462844/1,447.41,8S93M,34
ERR257715.11286739/2,447.80,10S91M,48
ERR257715.17195321/2,448.61,13S88M,49
ERR257715.17552352/2,448.61,13S88M,48
ERR257715.18083307/1,449.29,15S86M,34
ERR257715.22091091/1,447.20,7S94M,49
ERR257715.23108969/1,445.93,3S98M,19
ERR257715.23664527/2,447.80,10S91M,34
ERR257715.25047061/1,444.59,101M,6
ERR257715.25935564/1,447.20,7S94M,34
ERR257715.26847734/2,449.01,10S87M4S,9
ERR257715.28441399/2,448.01,11S90M,18
ERR257715.28591757/2,449.01,14S87M,34
ERR257715.29389272/2,450.43,24S77M,26
ERR257715.29839689/1,449.71,17S84M,1
ERR257715.30339562/2,447.20,7S94M,34
ERR257715.31309521/2,446.64,5S96M,17
ERR257715.32113574/2,448.01,11S90M,47
ERR257715.32881565/2,448.01,11S90M,34
ERR257715.33309669/1,446.64,5S96M,49
ERR257715.33759637/1,446.64,5S96M,49
ERR257715.14241373/1,441.77,101M,50
ERR257715.22034611/1,443.68,4S97M,34
ERR257715.23197019/1,441.77,101M,14
ERR257715.22287157/1,446.31,14S87M,33
ERR257715.25420675/1,440.31,101M,14
ERR257715.277340/1,440.31,101M,35
ERR257715.12504272/1,444.86,83M18S,34
ERR257715.8891676/2,438.81,101M,50
ERR257715.19697482/1,438.81,101M,32
ERR257715.19007167/2,442.70,17S84M,8
ERR257715.21387326/2,436.96,101M,34
ERR257715.24594720/2,444.07,25S76M,8
ERR257715.34078310/1,442.33,15S86M,8
ERR257715.4717923/2,436.96,101M,34
ERR257715.27358338/2,436.96,101M,35
ERR257715.32245740/2,436.96,101M,32
ERR257715.33406437/1,434.96,101M,14
ERR257715.1580303/1,433.00,101M,35
ERR257715.35469141/2,433.00,101M,34
ERR257715.34843737/1,433.00,101M,33
ERR257715.29224660/1,431.02,101M,35
ERR257715.17730991/1,437.23,15S86M,33
ERR257715.22922073/1,431.02,101M,33
ERR257715.27280664/1,427.01,101M,34
ERR257715.34538350/1,427.01,101M,48
ERR257715.16251662/1,425.09,101M,50
ERR257715.29458057/2,425.09,101M,48
ERR257715.31730810/1,431.97,86M15S,33
ERR257715.2679538/2,423.14,101M,50
ERR257715.6392659/1,423.14,101M,18
ERR257715.28809779/1,423.14,101M,48
ERR257715.15875287/1,421.22,101M,34
ERR257715.8137508/2,419.34,101M,50
ERR257715.25785687/2,419.34,101M,35
ERR257715.29756133/2,419.34,101M,35
ERR257715.27159565/1,419.34,101M,1
ERR257715.3179093/2,417.41,101M,35
ERR257715.13728375/2,417.41,101M,21
ERR257715.7170050/2,417.41,101M,50
ERR257715.13218759/1,415.47,101M,19
ERR257715.35221934/2,415.47,101M,18
ERR257715.21464317/2,413.52,101M,36
ERR257715.2221897/2,411.65,101M,60
ERR257715.27471997/1,411.65,101M,60
ERR257715.33958021/1,411.65,101M,60
ERR257715.21622414/2,407.77,101M,60
ERR257715.33493716/1,407.77,101M,60
ERR257715.4337659/2,405.84,101M,20
ERR257715.34136027/2,405.84,101M,31
ERR257715.17469577/1,405.84,101M,60
ERR257715.34028993/1,405.84,101M,60
ERR257715.22960987/1,395.54,101M,60
ERR257715.5575062/2,397.79,99M2S,60
ERR257715.7871904/1,402.59,97M4S,60
ERR257715.23485017/1,402.59,97M4S,44
ERR257715.16410024/1,401.85,96M5S,60
ERR257715.28499354/1,401.85,96M5S,44
ERR257715.27843857/2,401.16,95M6S,38
ERR257715.11599559/2,396.29,97M4S,60
ERR257715.25548225/1,396.29,97M4S,60
ERR257715.5345764/1,380.54,101M,60
ERR257715.10236907/2,401.39,93M8S,60
ERR257715.19812586/1,406.06,15S86M,50
ERR257715.27977056/2,380.54,101M,12
ERR257715.28398034/1,400.49,94M7S,60
ERR257715.493596/2,408.91,43S58M,32
ERR257715.5591319/1,399.75,93M8S,60
ERR257715.14643575/1,408.91,43S58M,32
ERR257715.8144933/1,410.83,14S70M17S,8
ERR257715.20162977/2,399.03,92M9S,60
ERR257715.22522978/2,372.94,101M,60
ERR257715.27549838/1,372.94,101M,11
ERR257715.2939760/1,372.94,101M,60
ERR257715.18743220/1,399.03,92M9S,60
ERR257715.30282314/2,399.03,92M9S,60
ERR257715.29536791/2,397.92,90M11S,48
ERR257715.1122075/1,365.52,101M,11
ERR257715.19961376/1,392.86,92M9S,20
ERR257715.27399566/2,392.86,92M9S,60
ERR257715.4528744/1,392.31,10S91M,60
ERR257715.8864949/2,405.89,26S75M,14
ERR257715.4181644/2,398.66,15S86M,60
ERR257715.16000862/1,369.95,4S97M,60
ERR257715.15848886/1,396.92,88M13S,20
ERR257715.18432037/1,391.77,90M11S,10
ERR257715.33156934/2,403.60,23S78M,14
ERR257715.23259824/2,391.26,89M12S,20
ERR257715.26446054/1,396.46,87M14S,60
ERR257715.6000374/1,353.95,101M,60
ERR257715.26556238/2,396.46,87M14S,11
ERR257715.19877804/2,397.04,85M16S,13
ERR257715.32012703/2,377.88,9S92M,10
ERR257715.19968779/2,397.87,84M17S,11
ERR257715.27808752/2,390.45,87M14S,20
ERR257715.15431672/2,346.34,101M,60
ERR257715.32369495/1,390.45,87M14S,36
ERR257715.10046806/1,395.31,84M17S,60
ERR257715.15177914/2,395.31,84M17S,20
ERR257715.26986927/2,351.66,98M3S,10
ERR257715.27252053/1,395.31,84M17S,20
ERR257715.29926440/2,367.33,93M8S,50
ERR257715.28443779/1,389.41,85M16S,12
ERR257715.10857067/2,394.82,83M18S,20
ERR257715.16942864/2,396.62,20S81M,31
ERR257715.31399820/1,385.54,85M16S,60
ERR257715.24571364/1,330.36,101M,47
ERR257715.35505015/1,388.22,82M19S,60
ERR257715.3253143/2,322.59,101M,60
ERR257715.21861543/1,393.61,79M22S,50
ERR257715.30491154/2,393.61,79M22S,20
ERR257715.25031442/2,319.13,101M,30
ERR257715.23733257/2,391.76,78M23S,48
ERR257715.10405207/2,357.46,87M14S,10
ERR257715.34202348/1,388.77,78M23S,50
ERR257715.8382291/2,395.39,33M68S,1
ERR257715.14292376/1,392.49,76M25S,36
ERR257715.3489986/1,389.39,76M25S,41
ERR257715.25786703/2,392.84,75M26S,36
ERR257715.5340809/2,389.69,75M26S,11
ERR257715.6180882/1,329.61,92M9S,60
ERR257715.6591031/2,395.85,73M28S,19
ERR257715.29685010/2,301.68,101M,19
ERR257715.5235063/2,397.87,69M32S,11
ERR257715.2160961/1,287.82,101M,48
ERR257715.2470837/2,397.87,69M32S,19
ERR257715.13731736/1,327.93,87M14S,35
ERR257715.22443781/2,341.59,81M20S,11
ERR257715.8442163/1,399.94,65M36S,20
ERR257715.18082575/1,399.94,65M36S,19
ERR257715.32684434/2,401.23,64M37S,11
ERR257715.2139902/1,396.89,66M35S,11
ERR257715.7813627/2,325.87,83M18S,11
ERR257715.1935142/1,400.31,64M37S,20
ERR257715.34007207/2,393.42,65M36S,20
ERR257715.22034611/2,397.86,63M38S,11
ERR257715.4351345/2,301.72,5S85M11S,11
ERR257715.21033816/2,355.13,14S71M16S,10
ERR257715.23273410/1,384.83,37S64M,10
ERR257715.29307573/2,371.61,34S67M,11
ERR257715.6511257/2,323.24,22S79M,10
ERR257715.7817382/2,404.57,43S58M,10
ERR257715.20917433/2,355.13,10S71M20S,10
ERR257715.26498150/1,308.60,18S83M,11
ERR257715.29651226/2,346.85,28S73M,10
ERR257715.34672146/1,355.13,5S71M25S,11
ERR257715.16953635/1,389.45,62M39S,11
ERR257715.10350849/1,402.14,58M43S,19
ERR257715.2837027/1,398.79,58M43S,10
ERR257715.11765048/1,319.51,75M26S,34
ERR257715.7166452/1,352.15,66M35S,10
ERR257715.822250/1,398.91,55M46S,11
ERR257715.1024846/1,317.37,73M28S,11
ERR257715.16146668/1,388.45,45S52M1I3M,10
ERR257715.14506593/1,348.48,62M39S,11
ERR257715.26542607/2,396.42,50M51S,10
ERR257715.18162178/1,216.01,93M8S,23
ERR257715.25921980/1,393.36,47M54S,10
ERR257715.12402917/2,376.24,45M56S,10
ERR257715.33259017/1,328.04,51M50S,10
ERR257715.15135603/1,261.28,64M37S,11
ERR257715.23886907/1,258.49,63M38S,10
ERR257715.25034145/2,323.53,2S49M50S,10
ERR257715.27205803/2,318.94,47M54S,10
ERR257715.28451972/2,312.09,44M57S,5
ERR257715.6571067/2,133.50,101M,9
ERR257715.25516578/2,294.00,38M63S,5
ERR257715.1844689/2,121.46,45M1D56M,14
ERR257715.8390141/1,107.79,101M,60
ERR257715.18653483/2,33.55,101M,60
ERR257715.33716315/2,27.77,101M,60
ERR257715.28483250/2,28.70,101M,12
ERR257715.34359141/2,29.75,96M5S,13
ERR257715.18277314/1,29.72,5S96M,13
ERR257715.34933857/1,32.96,29S72M,12
ERR257715.18199788/1,34.84,39S62M,12
ERR257715.21040309/1,31.36,86M15S,13
ERR257715.29414631/2,27.05,101M,60
ERR257715.10242470/1,33.70,27S74M,7
ERR257715.2174233/2,31.98,81M20S,6
ERR257715.20317895/1,33.70,27S74M,7
ERR257715.34859569/2,35.30,35S66M,6
ERR257715.9816051/2,33.21,26S75M,42
ERR257715.10398060/2,34.08,30S71M,42
ERR257715.28222976/2,32.20,22S79M,41
ERR257715.11166628/2,31.69,78M23S,4
ERR257715.20141979/2,23.88,101M,16
ERR257715.15210414/2,31.25,75M26S,1
ERR257715.11974169/2,29.75,67M34S,0
ERR257715.323940/2,29.34,65M36S,0
ERR257715.26235239/1,4.84,101M,0
ERR257715.10392373/2,6.35,29S72M,0
ERR257715.25628442/2,1.00,101M,60
ERR257715.25628442/1,5.67,101M,60
ERR257715.3818438/1,9.76,101M,60
ERR257715.972020/2,11.33,34M1I3M1D2M1I43M17S,1
ERR257715.21183972/1,11.21,15S86M,60
ERR257715.15719566/2,11.39,5S31M1I4M1I2M1D46M11S,1
ERR257715.27794491/1,11.39,16S38M1I46M,1
ERR257715.28559271/1,11.36,4S30M1I4M1I2M1D47M12S,1
ERR257715.6042213/2,11.63,36M1I43M21S,0
ERR257715.23064917/1,11.70,34M1I43M23S,0
ERR257715.21798383/1,11.89,29M1I43M28S,0
ERR257715.5743790/2,13.70,5S43M53S,1
ERR257715.14044290/2,13.70,7S43M51S,1
ERR257715.23433880/1,14.14,37M64S,0
ERR257715.16514322/2,13.66,38M63S,1
ERR257715.19029241/2,5.43,11S79M11S,1
ERR257715.34053195/1,5.19,64S37M,1
ERR257715.8908510/2,5.49,3S77M21S,0
ERR257715.21160121/1,5.55,26S75M,0
ERR257715.26565283/1,5.79,45S56M,0
ERR257715.3584016/1,5.78,59M42S,0
ERR257715.3881598/1,6.15,8S41M52S,0
ERR257715.11071580/1,6.15,4S41M56S,0
ERR257715.22038602/2,6.15,32S41M28S,0
ERR257715.3818438/2,1.00,101M,60
ERR257715.4900568/2,1.12,101M,60
ERR257715.30006757/2,1.12,101M,9
ERR257715.4900568/1,2.02,101M,50
ERR257715.7950709/1,2.69,101M,60
ERR257715.30006757/1,3.25,101M,60
ERR257715.7950709/2,3.12,101M,53
ERR257715.4222878/2,2.77,101M,60
ERR257715.13350724/1,1.50,101M,60
ERR257715.4222878/1,1.50,101M,60
ERR257715.13350724/2,1.00,101M,60
ERR257715.26662998/2,1.75,101M,46
ERR257715.26765800/2,1.75,101M,60
ERR257715.26765800/1,1.77,101M,60
ERR257715.26662998/1,1.77,101M,60
ERR257715.3103915/1,1.00,45S56M,38
ERR257715.4643411/2,1.00,101M,60
ERR257715.4643411/1,1.51,101M,60
ERR257715.23156176/2,1.72,101M,60
ERR257715.22334720/2,1.21,101M,50
ERR257715.2178533/1,1.70,101M,60
ERR257715.23156176/1,2.63,99M2S,60
ERR257715.9044137/1,2.61,101M,60
ERR257715.22334720/1,2.44,101M,60
ERR257715.2178533/2,1.62,101M,60
ERR257715.9044137/2,1.62,101M,60
ERR257715.7316523/2,1.00,101M,60
ERR257715.7316523/1,1.00,101M,60
ERR257715.29818162/2,1.00,27M2I72M,60
ERR257715.29818162/1,1.00,101M,60
ERR257715.3103915/1,1.44,49H52M,5
ERR257715.3166122/1,1.53,101M,25
ERR257715.25003789/2,1.31,101M,53
ERR257715.5864823/1,2.96,101M,60
ERR257715.3103915/2,3.11,101M,60
ERR257715.16596713/1,4.10,101M,6
ERR257715.3166122/2,4.10,101M,6
ERR257715.16596713/2,3.70,101M,3
ERR257715.25003789/1,2.72,101M,59
ERR257715.22944628/1,2.34,101M,60
ERR257715.15675574/2,2.61,101M,60
ERR257715.5864823/2,2.50,101M,60
ERR257715.22944628/2,2.62,101M,60
ERR257715.5830900/2,2.63,101M,60
ERR257715.15675574/1,2.28,101M,60
ERR257715.23459529/2,1.00,101M,37
ERR257715.5830900/1,1.43,101M,36
ERR257715.9864975/1,1.43,101M,60
ERR257715.23459529/1,1.00,101M,60
ERR257715.9111489/1,1.98,101M,60
ERR257715.34785595/2,1.83,101M,60
ERR257715.2490807/1,1.32,101M,60
ERR257715.34785595/1,1.32,101M,60
ERR257715.27783524/2,1.99,101M,22
ERR257715.11185775/2,1.99,101M,60
ERR257715.11185775/1,1.91,101M,60
ERR257715.33722583/2,3.07,101M,60
ERR257715.27783524/1,3.12,101M,59
ERR257715.33674099/2,2.85,101M,60
ERR257715.20793631/2,1.40,101M,60
ERR257715.11086207/1,3.61,101M,38
ERR257715.20793631/1,3.82,101M,60
ERR257715.33722583/1,3.86,101M,60
ERR257715.33674099/1,3.70,101M,60
ERR257715.12660410/1,1.68,101M,60
ERR257715.11086207/2,1.30,101M,40
ERR257715.12660410/2,1.30,101M,60
ERR257715.5332303/2,1.00,101M,60
ERR257715.5332303/1,1.23,101M,60
ERR257715.35051667/2,1.23,101M,60
ERR257715.7703356/1,1.82,101M,60
ERR257715.35051667/1,1.82,101M,60
ERR257715.33765288/2,3.27,101M,60
ERR257715.10753668/1,4.23,58S43M,52
ERR257715.10753668/2,4.05,22S79M,60
ERR257715.31535152/2,3.47,101M,58
ERR257715.7703356/2,3.32,101M,42
ERR257715.26361387/1,3.08,8S93M,60
ERR257715.12300482/1,3.76,101M,60
ERR257715.29749521/2,4.41,101M,60
ERR257715.21741955/1,4.41,101M,60
ERR257715.20085515/1,4.17,101M,60
ERR257715.11779412/2,3.33,101M,60
ERR257715.26361387/2,2.00,101M,60
ERR257715.12530881/2,1.30,101M,60
ERR257715.20287869/1,1.22,101M,60
ERR257715.30581746/1,1.22,101M,60
ERR257715.3753628/2,2.30,101M,60
ERR257715.20287869/2,2.89,101M,60
ERR257715.33369432/1,2.96,101M,60
ERR257715.30581746/2,2.35,101M,60
ERR257715.22948760/1,1.91,101M,60
ERR257715.22948760/2,1.98,101M,60
ERR257715.33369432/2,2.27,101M,60
ERR257715.25145782/2,1.82,101M,60
ERR257715.25145782/1,1.92,101M,60
ERR257715.26214315/2,1.92,101M,60
ERR257715.25165450/1,1.97,101M,50
ERR257715.33636597/1,2.04,101M,57
ERR257715.26214315/1,1.63,101M,37
ERR257715.33636597/2,1.72,101M,34
ERR257715.15873760/2,2.82,101M,60
ERR257715.11932096/2,2.89,101M,60
ERR257715.35228579/1,2.85,101M,60
ERR257715.4623873/1,1.00,101M,12
ERR257715.11479566/1,2.63,101M,60
ERR257715.6440620/1,2.65,101M,60
ERR257715.16108826/1,2.33,101M,60
ERR257715.11479566/2,1.72,101M,60
ERR257715.6440620/2,2.24,101M,60
ERR257715.16108826/2,1.99,101M,60
ERR257715.4475361/2,1.00,101M,60
ERR257715.34498973/2,1.81,101M,60
ERR257715.4475361/1,1.81,101M,60
ERR257715.34498973/1,1.00,101M,60
ERR257715.20959699/2,1.00,101M,60
ERR257715.24930338/1,1.95,101M,60
ERR257715.20959699/1,2.00,5S96M,60
ERR257715.26092475/2,1.00,101M,44
ERR257715.8606700/2,1.00,101M,49
ERR257715.24930338/2,1.00,54S47M,27
ERR257715.12262697/1,1.00,101M,60
ERR257715.12262697/2,1.00,101M,60
ERR257715.28605304/1,1.00,101M,60
ERR257715.28605304/2,1.00,101M,60
ERR257715.7736061/1,1.00,101M,60
ERR257715.7736061/2,1.00,101M,60
ERR257715.30976653/1,1.00,101M,60
ERR257715.30976653/2,1.00,101M,60
ERR257715.2787270/1,1.00,101M,60
ERR257715.2787270/2,1.00,101M,60
ERR257715.14771961/2,1.00,101M,60
ERR257715.26414597/1,1.00,101M,60
ERR257715.14771961/1,1.56,101M,60
ERR257715.7797499/1,1.74,101M,60
ERR257715.26414597/2,1.18,101M,37
ERR257715.7797499/2,1.00,101M,22
ERR257715.33296867/2,1.00,101M,60
ERR257715.19868373/1,1.66,101M,60
ERR257715.29921295/2,2.06,2S99M,60
ERR257715.29921295/1,3.00,101M,60
ERR257715.33296867/1,2.98,101M,24
ERR257715.9061442/1,3.02,9S92M,53
ERR257715.5492338/1,1.55,101M,60
ERR257715.9061442/2,1.91,101M,60
ERR257715.1835569/2,2.03,101M,60
ERR257715.1835569/1,1.73,101M,60
ERR257715.1829800/1,1.00,101M,60
ERR257715.24407945/2,1.74,101M,60
ERR257715.1829800/2,2.18,101M,60
ERR257715.19868373/2,1.84,95M6S,60
ERR257715.24407945/1,1.00,101M,60
ERR257715.19724363/2,1.00,101M,60
ERR257715.671695/1,1.00,101M,60
ERR257715.19724363/1,1.82,101M,60
ERR257715.22296267/2,1.82,101M,38
ERR257715.671695/2,1.02,101M,60
ERR257715.12508200/1,1.21,101M,60
ERR257715.31813146/2,1.92,101M,60
ERR257715.23768883/2,1.71,101M,60
ERR257715.35502611/1,1.36,101M,60
ERR257715.30712816/1,2.00,65H36M,10
ERR257715.3205066/2,2.19,101M,60
ERR257715.30712816/2,2.48,101M,60
ERR257715.35502611/2,2.24,101M,60
ERR257715.3205066/1,1.00,101M,60
ERR257715.31062847/1,1.00,101M,60
ERR257715.31062847/2,1.00,101M,60
ERR257715.30712816/1,1.00,32S69M,60
ERR257715.1518479/1,1.00,101M,60
ERR257715.18921238/2,1.83,101M,60
ERR257715.18921238/1,2.36,101M,60
ERR257715.1518479/2,2.24,101M,60
ERR257715.3098198/2,1.00,101M,60
ERR257715.21499138/2,1.05,101M,49
ERR257715.3098198/1,1.81,101M,60
